pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length
57,669467,"Pallante, Andre",1978,2.9,0.684,0.228,0.684,0.912,0.688,0.628,0.629,39,57,94.3,17,2310,90.9,91.74,0,57,0,0.8,6.61,111,148,116,148,303,318,298,-18,18,72.406665,7.0274476
57,621111,"Buehler, Walker",1336,4.3,0.625,0.196,0.614,0.821,0.613,0.576,0.574,35,56,93.4,18.1,2299,90.2,90.75,0,57,0,0.5,6.54,112,150,123,151,297,314,295,-14.6,14.6,69.47864556,7.006347037
57,605397,"Musgrove, Joe",1582,3.6,0.702,0.193,0.702,0.895,0.691,0.683,0.671,40,57,96.4,15.9,2563,89.5,89.05,0,57,0,-0.4,6.03,117,150,118,150,296,323,298,-12.8,12.8,73.32735957,7.284018696
56,665795,"Cabrera, Edward",1734,3.2,0.589,0.196,0.589,0.786,0.592,0.676,0.635,33,56,96.7,16.9,2116,93.2,93.85,0,56,0,0.6,6.67,110,148,120,149,297,323,298,-13.5,13.5,72.39419944,7.225296111
55,663567,"Lambert, Peter",1039,5.3,0.811,0.264,0.782,1.075,0.783,0.658,0.662,43,53,93.4,17.1,2161,89.4,89.97,0,55,0,0.6,6.41,115,148,122,147,304,329,301,-23.9,23.9,71.9270512,7.222973
55,694973,"Skenes, Paul",2125,2.6,0.722,0.13,0.709,0.852,0.673,0.678,0.685,39,54,93.6,16.4,2167,94.6,94.8,0,55,0,0.2,6.39,115,148,112,148,305,325,296,-16.8,16.8,70.51356704,7.099891111
55,607192,"Glasnow, Tyler",2011,2.7,0.655,0.382,0.655,1.036,0.719,0.677,0.643,36,55,96.6,16.9,2634,92.2,94.26,0,55,0,2.1,7.34,115,149,119,149,297,315,295,-16,16,71.35376778,7.041841778
55,621112,"Blackburn, Paul",1212,4.5,0.691,0.218,0.691,0.909,0.69,0.621,0.605,38,55,94.4,17.8,2259,87.9,87.97,0,55,0,0.1,6.25,113,148,116,150,296,324,294,-18.9,18.9,72.48684367,7.252432245
54,700249,"Povich, Cade",1389,3.9,0.667,0.333,0.667,1,0.711,0.669,0.636,36,54,96.2,16.7,2249,84.9,84.9,0,54,0,0,6.36,112,151,122,148,303,326,297,-16.7,16.7,71.2534668,7.2546492
54,683627,"Molina, Anthony",1048,5.2,0.769,0.212,0.741,0.981,0.728,0.696,0.69,40,52,94.5,16,2042,90.9,91.22,0,54,0,0.3,6.2,112,149,124,148,305,331,302,-22.9,22.9,72.07391091,7.042588864
54,608334,"Fulmer, Carson",1472,3.7,0.604,0.283,0.593,0.887,0.626,0.616,0.59,32,53,95.2,17.6,2081,90.2,90.28,0,54,0,0.1,6.34,114,147,119,150,302,328,300,-14.2,14.2,72.09364542,7.314661667
53,677944,"Cecconi, Slade",1291,4.1,0.804,0.333,0.774,1.137,0.802,0.718,0.684,41,51,96.1,17,2362,90.2,90.68,0,53,0,0.5,6.62,111,148,117,148,301,315,292,-22.3,22.3,72.1278102,7.118201765
53,670102,"Francis, Bowden",1559,3.4,0.585,0.208,0.585,0.792,0.593,0.64,0.618,31,53,93.8,17.8,2189,86.5,87.08,0,53,0,0.6,6.81,112,149,116,148,292,322,297,-9,9,72.24153796,7.249822045
53,641712,"Hudson, Dakota",1512,3.5,0.788,0.212,0.774,1,0.759,0.668,0.678,41,52,94.6,16.1,2177,87.6,87.83,0,53,0,0.2,6.27,109,149,117,147,302,329,300,-18.9,18.9,71.27169391,7.149549565
52,668933,"Ashcraft, Graham",1342,3.9,0.75,0.231,0.75,0.981,0.747,0.665,0.658,39,52,94.9,16.4,2433,93.7,92.74,0,52,0,-1,5.55,113,148,120,150,297,323,293,-18.5,18.5,71.68274956,7.039437778
52,663776,"Sandoval, Patrick",1444,3.6,0.692,0.173,0.692,0.865,0.675,0.672,0.666,36,52,92.3,17.4,2075,88.2,88.13,0,52,0,-0.1,6.23,108,151,120,149,310,326,295,-16,16,73.08250977,7.522698182
52,642232,"Yarbrough, Ryan",1514,3.4,0.686,0.118,0.673,0.804,0.636,0.644,0.654,35,51,92,16.6,1942,80.6,80.57,0,52,0,0,6.34,108,149,121,148,292,312,286,-16.1,16.1,68.47439833,7.002965952
52,677960,"Weathers, Ryan",1413,3.7,0.615,0.192,0.615,0.808,0.614,0.644,0.629,32,52,94.8,17.8,2192,91.7,90.68,0,52,0,-1,5.82,110,151,120,148,301,316,289,-8.8,8.8,71.50338814,7.051523721
51,687792,"Herz, DJ",1586,3.2,0.745,0.196,0.745,0.941,0.729,0.622,0.622,38,51,94,16.3,2279,88.5,89.05,0,51,0,0.5,6.65,108,149,118,146,305,325,298,-18.4,18.4,72.08655917,7.278845417
51,542888,"Armstrong, Shawn",1109,4.6,0.72,0.22,0.706,0.94,0.701,0.702,0.708,36,50,93.6,15.9,2281,92.1,92.54,0,51,0,0.4,6.57,104,149,117,149,299,326,296,-19.5,19.5,70.50706222,6.953748
51,670174,"Winckowski, Josh",1240,4.1,0.608,0.137,0.608,0.745,0.587,0.626,0.614,31,51,95.5,16.6,2093,91.6,92.09,0,51,0,0.5,6.5,111,150,121,148,286,322,299,-10.7,10.7,71.12023271,7.132215208
50,668909,"Williams, Gavin",1368,3.7,0.776,0.347,0.76,1.122,0.795,0.619,0.612,38,49,95.3,16.4,2303,91,92.54,0,50,0,1.5,7.21,115,148,125,148,296,319,299,-20.4,20.4,72.12226532,7.139031702
49,543037,"Cole, Gerrit",1534,3.2,0.673,0.122,0.673,0.796,0.639,0.659,0.639,33,49,94.7,17.1,2466,89.9,89.73,0,49,0,-0.2,6.21,113,149,119,152,296,329,291,-17.1,17.1,70.97227064,7.10996234
49,656731,"Megill, Tylor",1365,3.6,0.714,0.163,0.714,0.878,0.69,0.672,0.658,35,49,94.6,16.6,2105,91.3,93.17,0,49,0,1.9,7.4,115,150,120,150,297,325,296,-15.2,15.2,71.08413375,7.023408958
49,641540,"Dunning, Dane",1689,2.9,0.776,0.286,0.776,1.061,0.79,0.708,0.679,38,49,95.8,16.8,2125,86.6,87.74,0,49,0,1.1,7.04,114,148,116,149,296,325,297,-17.2,17.2,72.92982698,7.173211395
48,674003,"Bradford, Cody",1175,4.1,0.667,0.229,0.667,0.896,0.672,0.63,0.6,32,48,94.5,17.2,1994,84,85.27,0,48,0,1.3,7.16,115,151,116,148,300,323,297,-10.8,10.8,72.01802791,7.192754419
48,663687,"Harris, Hogan",1213,4,0.83,0.255,0.813,1.085,0.809,0.722,0.724,39,47,92.9,15.9,2297,86.2,86.64,0,48,0,0.4,6.73,108,148,118,147,302,322,295,-23.2,23.2,70.64709587,7.016124348
48,552640,"Kittredge, Andrew",1029,4.7,0.587,0.174,0.563,0.761,0.557,0.659,0.653,27,46,93.3,18.5,2446,92.8,93.52,0,48,0,0.7,6.64,112,145,108,146,301,321,299,-10.5,10.5,71.55246442,7.148767442
47,669461,"Liberatore, Matthew",1358,3.5,0.674,0.283,0.66,0.957,0.685,0.693,0.671,31,46,94.1,17.9,2393,91.2,91.44,0,47,0,0.2,6.28,110,148,116,146,307,318,297,-15.8,15.8,71.05833167,7.243031667
47,680767,"Vodnik, Victor",1341,3.5,0.674,0.174,0.66,0.848,0.643,0.604,0.601,31,46,96,15.5,2242,95.4,96.63,0,47,0,1.2,6.78,109,146,120,145,302,331,304,-18.1,18.1,69.47616385,6.90750359
46,656222,"Beeks, Jalen",1186,3.9,0.717,0.109,0.717,0.826,0.672,0.669,0.67,33,46,90.9,16.8,2115,92.2,92.95,0,46,0,0.8,6.57,112,148,118,147,302,327,300,-17.8,17.8,70.24468667,6.993824889
46,656464,"Ginkel, Kevin",1184,3.9,0.778,0.2,0.761,0.978,0.744,0.68,0.669,35,45,97,14.8,2416,93.1,94.09,0,46,0,1,6.84,114,150,121,149,301,318,294,-13.4,13.4,71.25826767,7.155303256
45,676106,"Hancock, Emerson",1014,4.4,0.674,0.163,0.644,0.837,0.625,0.713,0.699,29,43,95,16.5,2189,90.3,90.51,0,45,0,0.2,6.4,110,148,120,148,290,321,293,-11.2,11.2,70.697035,7.080765556
45,676684,"Vest, Will",1162,3.9,0.643,0.167,0.6,0.81,0.586,0.683,0.697,27,42,95.7,15.6,2153,92.8,92.66,0,45,0,-0.1,6.2,110,148,119,146,296,328,294,-13.7,13.7,71.84529023,6.93928186
45,605483,"Snell, Blake",1773,2.5,0.689,0.2,0.689,0.889,0.682,0.647,0.645,31,45,92.2,17.7,2280,89.3,90,0,45,0,0.7,6.83,110,150,126,147,302,322,293,-13,13,71.75890163,7.344914651
45,543859,"Tonkin, Michael",1419,3.2,0.778,0.178,0.778,0.956,0.751,0.716,0.724,35,45,92.1,15.7,2287,89.9,89.7,0,45,0,-0.2,6.21,110,149,117,148,293,322,289,-18.1,18.1,71.73231214,7.16868
45,663878,"Pearson, Nate",1059,4.2,0.75,0.25,0.733,1,0.738,0.654,0.655,33,44,95.6,16.4,2410,92.1,92.91,0,45,0,0.8,6.82,113,149,117,149,294,323,294,-14.8,14.8,69.08888692,7.224362564
45,571670,"Floro, Dylan",1018,4.4,0.659,0.159,0.644,0.818,0.626,0.655,0.613,29,44,96.6,16.5,2030,87.5,87.64,0,45,0,0.1,6.48,110,148,121,148,301,324,296,-14.7,14.7,70.6404241,7.189615385
45,701581,"Festa, David",1099,4.1,0.733,0.244,0.733,0.978,0.737,0.609,0.612,33,45,92.4,17.3,2259,90.6,91.75,0,45,0,1.1,6.87,112,146,114,146,291,320,298,-13.4,13.4,70.93405143,7.124416429
45,672282,"Detmers, Reid",1559,2.9,0.756,0.267,0.756,1.022,0.765,0.665,0.656,34,45,95.5,16.7,2021,87.8,87.26,0,45,0,-0.5,6.03,108,147,116,147,304,325,297,-15,15,72.07914881,7.396390476
44,663947,"Holton, Tyler",1339,3.3,0.591,0.182,0.591,0.773,0.588,0.593,0.595,26,44,92.9,18,2128,87.3,87.91,0,44,0,0.6,6.45,112,149,117,148,294,326,295,-7.2,7.2,72.188695,7.26129881
44,605154,"Brebbia, John",994,4.4,0.659,0.182,0.659,0.841,0.649,0.711,0.699,29,44,94,15.8,2540,86.4,87.09,0,44,0,0.7,6.62,109,147,114,146,299,322,296,-16.5,16.5,70.06216738,7.24222119
44,666214,"Wentz, Joey",1224,3.6,0.705,0.114,0.705,0.818,0.664,0.665,0.663,31,44,94.5,15.4,2310,88.4,88.83,0,44,0,0.4,6.51,110,149,117,147,296,324,296,-11.4,11.4,69.80538366,7.156710732
44,664875,"Lawrence, Justin",1081,4.1,0.762,0.262,0.727,1.024,0.734,0.706,0.694,32,42,96.9,15.8,2541,91.2,91.48,0,44,0,0.3,6.27,108,143,119,142,303,332,301,-18.6,18.6,71.09931024,7.234697805
43,642701,"Santana, Dennis",1106,3.9,0.744,0.395,0.744,1.14,0.802,0.637,0.626,32,43,94.6,15.9,2472,91,90.7,0,43,0,-0.3,6.11,112,149,118,148,299,322,284,-18.6,18.6,70.3866607,7.249509767
43,678368,"Bellozo, Valente",1094,3.9,0.628,0.233,0.628,0.86,0.639,0.557,0.541,27,43,92,18.5,2307,83.1,82.62,0,43,0,-0.5,6.01,109,149,122,149,298,325,296,-8.1,8.1,72.15926195,7.383214878
43,506433,"Darvish, Yu",1261,3.4,0.659,0.171,0.628,0.829,0.614,0.626,0.617,27,41,94.4,17.6,2453,87.2,87.46,0,43,0,0.3,6.58,116,149,121,148,297,326,292,-9.7,9.7,70.10716781,7.239321563
42,650556,"Abreu, Bryan",1300,3.2,0.5,0.19,0.5,0.69,0.511,0.555,0.527,21,42,93,18.2,2648,92,92.26,0,42,0,0.3,6.56,109,150,116,149,294,322,297,-8.9,8.9,70.2404773,7.263893514
42,669711,"Weissert, Greg",1029,4.1,0.725,0.125,0.69,0.85,0.653,0.645,0.679,29,40,93.4,15.5,2308,89,88.48,0,42,0,-0.5,6.09,109,149,119,147,285,313,296,-15.9,15.9,70.52568351,7.231024054
42,657376,"Schmidt, Clarke",1454,2.9,0.868,0.211,0.786,1.079,0.763,0.702,0.739,33,38,92.4,16.5,2776,90.4,90.23,0,42,0,-0.2,6.2,115,149,118,150,292,323,288,-13.9,13.9,71.71036229,7.076121143
42,689225,"Brieske, Beau",1152,3.6,0.585,0.268,0.571,0.854,0.599,0.646,0.633,24,41,95.5,16.9,2377,91.5,91.27,0,42,0,-0.2,6.07,112,148,119,147,295,330,297,-10.8,10.8,71.48597098,7.368019512
42,656550,"Holmes, Grant",1024,4.1,0.625,0.15,0.595,0.775,0.578,0.653,0.652,25,40,93.2,17.4,2547,89.6,89.4,0,42,0,-0.2,5.97,114,150,122,149,299,321,297,-8.7,8.7,71.6683339,7.157012927
42,660761,"Suarez, José",987,4.3,0.805,0.415,0.786,1.22,0.842,0.658,0.65,33,41,95.6,16.5,2178,87.3,86.93,0,42,0,-0.4,6.02,106,145,112,144,304,325,299,-20.7,20.7,71.932203,7.2555005
41,605288,"Houser, Adrian",1131,3.6,0.707,0.317,0.707,1.024,0.742,0.589,0.567,29,41,96.8,16.1,2023,88.2,88.94,0,41,0,0.7,6.83,115,148,123,149,297,323,299,-13.8,13.8,72.85211027,7.189056757
41,641755,"Kinley, Tyler",1185,3.5,0.78,0.293,0.78,1.073,0.796,0.735,0.706,32,41,94.4,16.9,2484,92.7,92.01,0,41,0,-0.7,5.56,111,148,120,147,303,332,303,-16.8,16.8,70.91605382,7.424956471
41,684320,"Rodríguez, Yariel",1502,2.7,0.805,0.146,0.805,0.951,0.764,0.704,0.733,33,41,92.9,15.1,2464,89,89.38,0,41,0,0.4,6.52,110,150,116,148,296,321,293,-15.1,15.1,72.22693098,7.34408439
41,663423,"Thornton, Trent",1139,3.6,0.8,0.275,0.78,1.075,0.787,0.696,0.693,32,40,94.7,15.4,2746,87.8,87.96,0,41,0,0.2,6.24,116,149,121,148,289,315,292,-18.7,18.7,70.64615405,7.112058649
41,640448,"Finnegan, Kyle",1067,3.8,0.7,0.225,0.683,0.925,0.681,0.683,0.673,28,40,94.6,16.1,1848,95.4,96.29,0,41,0,0.9,6.68,111,146,117,145,300,327,299,-13.1,13.1,71.87051568,7.05075
40,502624,"Anderson, Chase",1016,3.9,0.658,0.132,0.625,0.789,0.598,0.649,0.633,25,38,92.1,18.1,2355,87.1,86.52,0,40,0,-0.6,5.85,111,151,121,147,293,325,298,-15.3,15.3,71.81455595,7.350732162
40,518876,"Kelly, Merrill",1142,3.5,0.8,0.2,0.8,1,0.78,0.709,0.706,32,40,94.4,15.9,2339,90.2,89.84,0,40,0,-0.4,6.05,110,148,118,148,299,325,302,-15,15,72.74262,7.350613421
40,621383,"Banks, Tanner",1174,3.4,0.75,0.2,0.75,0.95,0.736,0.634,0.639,30,40,91.6,16.8,2247,89.1,88.82,0,40,0,-0.3,6.02,110,150,120,149,296,323,292,-12.8,12.8,72.41429711,7.067281579
40,666200,"Luzardo, Jesús",1083,3.7,0.85,0.175,0.85,1.025,0.815,0.69,0.677,34,40,94.7,15.9,2207,91.4,90.05,0,40,0,-1.4,5.66,107,150,119,146,299,322,294,-13.6,13.6,72.19733546,7.314577273
40,686826,"Jarvis, Bryce",1006,4,0.625,0.1,0.625,0.725,0.588,0.657,0.657,25,40,92.2,17.4,2282,91,90.45,0,40,0,-0.5,5.96,111,148,123,147,298,314,291,-11.3,11.3,70.67536343,7.168446571
40,596001,"Junis, Jakob",943,4.2,0.6,0.275,0.6,0.875,0.632,0.576,0.559,24,40,94.3,17.8,2262,88.4,88.09,0,40,0,-0.3,6.06,116,150,121,149,296,320,293,-10.7,10.7,69.71654706,7.077820294
40,608717,"Stratton, Chris",995,4,0.73,0.324,0.675,1.054,0.705,0.653,0.654,27,37,92.8,17.8,2622,86.5,86.91,0,40,0,0.4,6.45,112,147,118,149,300,324,295,-15.8,15.8,71.634585,7.078288333
40,676272,"Miller, Bobby",1053,3.8,0.725,0.2,0.725,0.925,0.713,0.671,0.665,29,40,96.3,15.8,2339,92.6,93.67,0,40,0,1.1,6.82,116,148,126,151,297,318,295,-16.2,16.2,71.49969229,7.155339143
40,664854,"Helsley, Ryan",931,4.3,0.667,0.128,0.65,0.795,0.62,0.643,0.652,26,39,91.8,17.6,2475,93.7,94.35,0,40,0,0.7,6.57,112,147,116,147,302,320,301,-12.5,12.5,69.11402343,7.228396857
39,640451,"Harvey, Hunter",906,4.3,0.667,0.256,0.667,0.923,0.683,0.661,0.642,26,39,95.5,17.4,1778,94.1,94.34,0,39,0,0.2,6.34,115,147,115,148,304,327,301,-11.2,11.2,70.82631647,7.153337059
39,671345,"Foley, Jason",905,4.3,0.568,0.189,0.538,0.757,0.542,0.617,0.605,21,37,96.5,16.9,2039,94.4,95.13,0,39,0,0.7,6.65,110,145,115,143,300,325,295,-8.2,8.2,73.12012,7.17804
39,661527,"Martinez, Seth",838,4.7,0.692,0.231,0.692,0.923,0.696,0.596,0.572,27,39,92.7,18.5,2118,86.5,87.67,0,39,0,1.2,7.08,109,149,120,148,293,322,297,-10.7,10.7,71.36348324,7.19861027
39,686799,"Kochanowicz, Jack",859,4.5,0.641,0.205,0.641,0.846,0.642,0.574,0.576,25,39,95.7,16.2,2125,94.2,94.61,0,39,0,0.4,6.45,112,147,113,151,302,329,305,-14.2,14.2,71.80431588,7.101322353
39,676395,"Garcia, Robert",946,4.1,0.605,0.184,0.59,0.789,0.587,0.586,0.586,23,38,91.4,18,2088,90.5,91.08,0,39,0,0.6,6.65,112,148,116,147,299,322,296,-13,13,70.74324526,7.096386579
39,596133,"Weaver, Luke",1374,2.8,0.737,0.342,0.718,1.079,0.754,0.686,0.668,28,38,93.3,17.2,2272,92.2,91.55,0,39,0,-0.6,5.95,113,150,123,151,289,321,286,-14.2,14.2,70.90752529,7.217336765
39,605452,"Ross, Joe",1197,3.3,0.769,0.154,0.769,0.923,0.736,0.67,0.663,30,39,92.1,17.6,2041,91.8,92.55,0,39,0,0.8,6.73,113,150,122,149,301,322,299,-14.6,14.6,70.43924189,7.24856027
39,650893,"Cabrera, Génesis",1030,3.8,0.694,0.167,0.641,0.861,0.623,0.623,0.627,25,36,94.6,17.1,2161,92,91.34,0,39,0,-0.7,5.98,107,145,117,146,290,317,288,-8.9,8.9,70.55570556,7.254388889
39,676254,"Walker, Ryan",1221,3.2,0.615,0.154,0.615,0.769,0.6,0.594,0.598,24,39,91,17.9,2405,90.5,90.01,0,39,0,-0.5,6.08,111,147,121,148,292,319,294,-9.3,9.3,71.62677457,7.085657714
39,687330,"Kelly, Kevin",1033,3.8,0.615,0.231,0.615,0.846,0.627,0.585,0.589,24,39,91.6,17.5,2262,88.1,89.56,0,39,0,1.5,7.32,104,149,117,149,294,326,294,-11.1,11.1,72.46930333,7.19748359
38,686973,"Varland, Louie",901,4.2,0.865,0.135,0.842,1,0.792,0.619,0.625,32,37,92,15.9,2259,91.7,93.14,0,38,0,1.4,6.98,109,145,118,146,298,323,293,-17.9,17.9,70.74663375,6.854535313
38,669276,"Lee, Dylan",859,4.4,0.658,0.263,0.658,0.921,0.677,0.67,0.623,25,38,93.9,18.8,2015,87,87.15,0,38,0,0.1,6.34,107,150,123,147,302,323,292,-10.5,10.5,71.90750472,7.697287222
38,519151,"Pressly, Ryan",969,3.9,0.611,0.278,0.579,0.889,0.609,0.645,0.636,22,36,98.4,17.2,2742,88.9,88.81,0,38,0,-0.1,6.27,109,149,115,147,297,325,300,-9.5,9.5,72.65268455,7.325941212
38,681676,"Fernandez, Ryan",1191,3.2,0.789,0.237,0.789,1.026,0.782,0.636,0.629,30,38,96.2,15.9,2364,91.4,91.78,0,38,0,0.4,6.38,109,148,118,148,306,320,299,-17.7,17.7,71.4391725,7.2454175
38,661403,"Clase, Emmanuel",983,3.9,0.5,0.167,0.474,0.667,0.477,0.593,0.584,18,36,90.3,19.5,2577,97.7,98.59,0,38,0,0.9,6.6,114,149,122,150,291,313,295,-2.6,2.6,70.15562412,6.966259706
38,663546,"Hjelle, Sean",1209,3.1,0.784,0.135,0.763,0.919,0.722,0.635,0.652,29,37,92.5,16.4,2116,91.3,91.97,0,38,0,0.7,6.59,112,147,119,147,296,315,292,-14,14,69.66825,6.946786471
38,622072,"Wood, Alex",756,5,0.703,0.216,0.684,0.919,0.682,0.668,0.664,26,37,94,16.5,1879,87.2,86.84,0,38,0,-0.4,6.1,108,148,117,147,293,319,292,-13.8,13.8,70.33815964,6.918312857
38,647336,"Soroka, Michael",1442,2.6,0.622,0.189,0.605,0.811,0.6,0.639,0.64,23,37,92.2,17.6,2446,89.7,89.27,0,38,0,-0.4,6.02,110,145,117,145,298,325,293,-10.1,10.1,71.58807636,7.125690606
38,592866,"Williams, Trevor",1064,3.6,0.667,0.167,0.632,0.833,0.615,0.574,0.569,24,36,93.8,17.4,2015,84.9,85.67,0,38,0,0.8,6.8,115,147,119,148,300,326,295,-7.3,7.3,70.28252432,7.251289189
38,641835,"Mayza, Tim",731,5.2,0.667,0.194,0.632,0.861,0.626,0.571,0.565,24,36,92.4,18.8,2110,91.6,92.14,0,38,0,0.5,6.66,110,147,118,146,292,319,289,-9.5,9.5,71.66216029,7.044390857
38,592767,"Smyly, Drew",1016,3.7,0.632,0.158,0.632,0.789,0.616,0.638,0.611,24,38,96.6,16.9,2188,87,86.49,0,38,0,-0.5,5.82,113,150,118,150,298,322,296,-10.4,10.4,72.07869563,7.285362188
38,663474,"McKenzie, Triston",1304,2.9,0.605,0.079,0.605,0.684,0.563,0.634,0.608,23,38,95,17.8,2231,87.8,88.62,0,38,0,0.8,6.78,111,150,124,149,296,318,297,-6.3,6.3,71.59883171,7.370719143
38,689017,"Knack, Landon",1149,3.3,0.605,0.237,0.605,0.842,0.621,0.58,0.562,23,38,96.6,17.3,2470,86.7,86.14,0,38,0,-0.6,5.82,120,150,133,152,295,315,297,-8.6,8.6,71.69018622,7.232875405
38,445926,"Chavez, Jesse",1044,3.6,0.684,0.263,0.684,0.947,0.7,0.623,0.615,26,38,93.1,18.1,2096,86.6,86.83,0,38,0,0.2,6.32,116,151,125,150,299,321,294,-9.9,9.9,71.33584486,7.177953143
37,518585,"Cruz, Fernando",1138,3.3,0.73,0.351,0.73,1.081,0.773,0.706,0.71,27,37,93.7,16.6,1987,90,90.99,0,37,0,1,6.84,115,146,120,150,294,320,291,-13.6,13.6,69.75343714,7.065267143
37,663704,"McArthur, James",904,4.1,0.757,0.162,0.757,0.919,0.727,0.637,0.625,28,37,93.2,17.8,2431,90.4,91.22,0,37,0,0.8,6.78,109,147,114,149,300,323,297,-16,16,70.21385167,7.088218889
37,669211,"Akin, Keegan",1241,3,0.706,0.353,0.649,1.059,0.692,0.647,0.634,24,34,96.7,17.4,2406,90.4,89.44,0,37,0,-1,5.84,112,149,122,149,301,324,298,-15.7,15.7,71.87292057,7.110980857
37,608718,"Suter, Brent",1022,3.6,0.676,0.189,0.676,0.865,0.666,0.64,0.662,25,37,88.7,18.4,2082,82.7,84.16,0,37,0,1.5,7.17,115,149,121,149,295,320,289,-10.6,10.6,70.31732452,7.109146452
37,668941,"Romero, JoJo",919,4,0.649,0.189,0.649,0.838,0.642,0.667,0.636,24,37,96.4,16.8,2079,89.9,88.56,0,37,0,-1.3,5.44,109,149,114,146,309,319,300,-11.1,11.1,72.17056943,7.306740571
37,657612,"Hill, Tim",982,3.8,0.722,0.111,0.703,0.833,0.66,0.678,0.69,26,36,95,14.9,2122,88.8,89.39,0,37,0,0.6,6.9,110,150,118,151,290,321,292,-14.1,14.1,70.70539625,6.831409063
37,572143,"Smith, Burch",896,4.1,0.667,0.222,0.649,0.889,0.653,0.615,0.607,24,36,94.8,16.7,2298,89.5,90.11,0,37,0,0.6,6.78,112,149,114,148,295,320,295,-8.3,8.3,71.76868,7.112915588
37,669358,"Baz, Shane",1206,3.1,0.694,0.139,0.676,0.833,0.646,0.643,0.627,25,36,96.6,15.8,2395,90.4,90.6,0,37,0,0.2,6.57,106,149,111,148,299,330,299,-12.2,12.2,71.93885438,6.989228438
37,605177,"Chafin, Andrew",967,3.8,0.667,0.111,0.649,0.778,0.612,0.59,0.613,24,36,89.8,18.3,2309,88.3,88.7,0,37,0,0.4,6.61,108,145,117,145,293,325,298,-10.7,10.7,70.90261657,7.287876286
36,686539,"Cronin, Declan",1096,3.3,0.833,0.25,0.833,1.083,0.828,0.659,0.658,30,36,95.5,15.2,2705,90.1,89.46,0,36,0,-0.6,5.86,112,149,120,148,297,321,292,-21.2,21.2,71.50053548,6.988095806
36,693312,"Nicolas, Kyle",950,3.8,0.6,0.114,0.583,0.714,0.556,0.638,0.632,21,35,95.2,14.9,2428,93.3,94.48,0,36,0,1.2,6.89,110,149,115,147,309,326,291,-8,8,69.978409,7.068544333
36,660853,"De Los Santos, Enyel",1127,3.2,0.694,0.361,0.694,1.056,0.747,0.648,0.63,25,36,94.7,16.9,2172,92.2,92.04,0,36,0,-0.2,6.22,114,149,118,149,294,326,292,-17.8,17.8,72.21243906,7.228848125
36,671922,"Smith, Cade",1166,3.1,0.667,0.25,0.667,0.917,0.68,0.613,0.595,24,36,97.7,17,1987,93,94.62,0,36,0,1.6,7.37,113,150,124,150,297,318,299,-9,9,72.91569667,7.065658611
36,666205,"Muller, Kyle",725,5,0.676,0.235,0.639,0.912,0.646,0.62,0.618,23,34,93.8,18.3,2196,88,88.17,0,36,0,0.2,6.52,110,147,117,147,297,322,294,-10.3,10.3,72.57969767,7.357687667
36,670280,"Bednar, David",1023,3.5,0.686,0.2,0.667,0.886,0.66,0.601,0.576,24,35,93.2,17.2,2286,93.6,94.08,0,36,0,0.5,6.66,110,146,109,146,306,323,293,-11.8,11.8,72.52691546,7.340800606
36,472610,"García, Luis",898,4,0.714,0.229,0.694,0.943,0.695,0.617,0.631,25,35,95.3,15.8,2073,93,93.69,0,36,0,0.7,6.73,108,149,118,148,300,326,299,-16.1,16.1,71.21429677,7.206087647
36,571656,"Farmer, Buck",1170,3.1,0.722,0.278,0.722,1,0.739,0.698,0.715,26,36,93.5,16.1,2268,89.3,88.95,0,36,0,-0.3,6.1,109,148,120,148,295,321,290,-13.2,13.2,70.45018677,7.253327353
36,669713,"Wesneski, Hayden",1075,3.3,0.639,0.167,0.639,0.806,0.625,0.659,0.642,23,36,93.1,16.3,2225,89.9,91.39,0,36,0,1.5,6.99,114,152,115,151,300,324,293,-12.3,12.3,70.55813971,7.077510882
35,657508,"Baumann, Mike",1067,3.3,0.824,0.382,0.8,1.206,0.841,0.685,0.691,28,34,96.5,15.7,2325,92,92.76,0,35,0,0.8,6.69,115,147,123,147,303,324,293,-19.9,19.9,72.38393469,7.202416563
35,571927,"Matz, Steven",754,4.6,0.735,0.118,0.714,0.853,0.672,0.604,0.617,25,34,88.9,18.1,2229,87.7,87.99,0,35,0,0.3,6.51,109,148,115,146,308,322,297,-10.1,10.1,70.45021192,7.174115385
35,663773,"Hoeing, Bryan",782,4.5,0.6,0.114,0.6,0.714,0.571,0.652,0.647,21,35,95.2,16.8,1785,89.8,90.26,0,35,0,0.5,6.61,111,147,116,145,296,321,298,-6.9,6.9,72.21347259,7.297036667
35,608723,"Voth, Austin",974,3.6,0.6,0.171,0.6,0.771,0.593,0.536,0.52,21,35,90.6,19.5,2486,86.3,86.26,0,35,0,0,6.29,117,149,122,150,290,318,293,-7.9,7.9,70.12457588,7.163639706
35,670970,"Morejon, Adrian",1064,3.3,0.829,0.371,0.829,1.2,0.867,0.676,0.658,29,35,91.8,17.6,2598,91.9,92,0,35,0,0.1,6.39,110,146,120,146,298,326,296,-16.2,16.2,70.30284484,7.000926452
